"EURUSD=X","EUR/USD","8/15/2015","12:55pm",1.1112,1.1109,"12:55pm - <b>1.1111</b>",1.1111,"1.1111 - 1.1111",0
"EURGBP=X","EUR/GBP","8/15/2015","12:55pm",0.7109,0.7094,"12:55pm - <b>0.7102</b>",0.7102,"0.7102 - 0.7102",0
